symbol,bidPrice,bidQty,askPrice,askQty
ETHBTC,0.03071000,61.95720000,0.03072000,37.29430000
LTCBTC,0.00078300,497.71500000,0.00078400,255.68800000
BNBBTC,0.00884400,0.45500000,0.00884500,17.66100000
NEOBTC,0.00004083,114.73000000,0.00004091,91.86000000
QTUMETH,0.00000000,0.00000000,0.00000000,0.00000000
EOSETH,0.00000000,0.00000000,0.00000000,0.00000000
SNTETH,0.00000000,0.00000000,0.00000000,0.00000000
BNTETH,0.00000000,0.00000000,0.00000000,0.00000000
BCCBTC,0.00000000,0.00000000,0.00000000,0.00000000
GASBTC,0.00002390,5050.40000000,0.00002410,1108.40000000
BNBETH,0.28780000,17.89000000,0.28790000,10.00000000
BTCUSDT,66930.78000000,1.84724000,66930.79000000,1.21560000
ETHUSDT,2055.97000000,0.01210000,2055.98000000,30.54470000
HSRBTC,0.00000000,0.00000000,0.00000000,0.00000000
OAXETH,0.00000000,0.00000000,0.00000000,0.00000000
DNTETH,0.00000000,0.00000000,0.00000000,0.00000000
MCOETH,0.00000000,0.00000000,0.00000000,0.00000000
ICNETH,0.00000000,0.00000000,0.00000000,0.00000000
MCOBTC,0.00000000,0.00000000,0.00000000,0.00000000
WTCBTC,0.00000000,0.00000000,0.00000000,0.00000000
WTCETH,0.00000000,0.00000000,0.00000000,0.00000000
LRCBTC,0.00000000,0.00000000,0.00000000,0.00000000
LRCETH,0.00000000,0.00000000,0.00000000,0.00000000
QTUMBTC,0.00000000,0.00000000,0.00000000,0.00000000
YOYOBTC,0.00000000,0.00000000,0.00000000,0.00000000
OMGBTC,0.00000000,0.00000000,0.00000000,0.00000000
OMGETH,0.00000000,0.00000000,0.00000000,0.00000000
ZRXBTC,0.00000000,0.00000000,0.00000000,0.00000000
ZRXETH,0.00000000,0.00000000,0.00000000,0.00000000
STRATBTC,0.00000000,0.00000000,0.00000000,0.00000000
STRATETH,0.00000000,0.00000000,0.00000000,0.00000000
SNGLSBTC,0.00000000,0.00000000,0.00000000,0.00000000
SNGLSETH,0.00000000,0.00000000,0.00000000,0.00000000
BQXBTC,0.00000000,0.00000000,0.00000000,0.00000000
BQXETH,0.00000000,0.00000000,0.00000000,0.00000000
KNCBTC,0.00000201,39194.20000000,0.00000202,29879.00000000
KNCETH,0.00000000,0.00000000,0.00000000,0.00000000
FUNBTC,0.00000000,0.00000000,0.00000000,0.00000000
FUNETH,0.00000000,0.00000000,0.00000000,0.00000000
SNMBTC,0.00000000,0.00000000,0.00000000,0.00000000
SNMETH,0.00000000,0.00000000,0.00000000,0.00000000
NEOETH,0.00000000,0.00000000,0.00000000,0.00000000
IOTABTC,0.00000087,97885.00000000,0.00000088,49251.00000000
IOTAETH,0.00000000,0.00000000,0.00000000,0.00000000
LINKBTC,0.00012800,57.74000000,0.00012810,1691.98000000
LINKETH,0.00416600,23.62000000,0.00416700,80.81000000
XVGBTC,0.00000000,0.00000000,0.00000000,0.00000000
XVGETH,0.00000000,0.00000000,0.00000000,0.00000000
SALTBTC,0.00000000,0.00000000,0.00000000,0.00000000
SALTETH,0.00000000,0.00000000,0.00000000,0.00000000
MDABTC,0.00000000,0.00000000,0.00000000,0.00000000
MDAETH,0.00000000,0.00000000,0.00000000,0.00000000
MTLBTC,0.00000000,0.00000000,0.00000000,0.00000000
MTLETH,0.00000000,0.00000000,0.00000000,0.00000000
SUBBTC,0.00000000,0.00000000,0.00000000,0.00000000
SUBETH,0.00000000,0.00000000,0.00000000,0.00000000
EOSBTC,0.00000000,0.00000000,0.00000000,0.00000000
SNTBTC,0.00000000,0.00000000,0.00000000,0.00000000
ETCETH,0.00000000,0.00000000,0.00000000,0.00000000
ETCBTC,0.00011930,20.55000000,0.00011940,10.29000000
MTHBTC,0.00000000,0.00000000,0.00000000,0.00000000
MTHETH,0.00000000,0.00000000,0.00000000,0.00000000
ENGBTC,0.00000000,0.00000000,0.00000000,0.00000000
ENGETH,0.00000000,0.00000000,0.00000000,0.00000000
DNTBTC,0.00000000,0.00000000,0.00000000,0.00000000
ZECBTC,0.00358800,0.33700000,0.00358890,0.33700000
ZECETH,0.11677000,0.24300000,0.11716000,0.24300000
BNTBTC,0.00000000,0.00000000,0.00000000,0.00000000
ASTBTC,0.00000000,0.00000000,0.00000000,0.00000000
ASTETH,0.00000000,0.00000000,0.00000000,0.00000000
DASHBTC,0.00045380,2.53100000,0.00045470,2.53100000
DASHETH,0.00000000,0.00000000,0.00000000,0.00000000
OAXBTC,0.00000000,0.00000000,0.00000000,0.00000000
ICNBTC,0.00000000,0.00000000,0.00000000,0.00000000
BTGBTC,0.00000000,0.00000000,0.00000000,0.00000000
BTGETH,0.00000000,0.00000000,0.00000000,0.00000000
EVXBTC,0.00000000,0.00000000,0.00000000,0.00000000
EVXETH,0.00000000,0.00000000,0.00000000,0.00000000
REQBTC,0.00000000,0.00000000,0.00000000,0.00000000
REQETH,0.00000000,0.00000000,0.00000000,0.00000000
VIBBTC,0.00000000,0.00000000,0.00000000,0.00000000
VIBETH,0.00000000,0.00000000,0.00000000,0.00000000
HSRETH,0.00000000,0.00000000,0.00000000,0.00000000
TRXBTC,0.00000471,680222.00000000,0.00000472,690763.00000000
TRXETH,0.00015352,573.00000000,0.00015362,573.00000000
POWRBTC,0.00000000,0.00000000,0.00000000,0.00000000
POWRETH,0.00000000,0.00000000,0.00000000,0.00000000
ARKBTC,0.00000000,0.00000000,0.00000000,0.00000000
ARKETH,0.00000000,0.00000000,0.00000000,0.00000000
YOYOETH,0.00000000,0.00000000,0.00000000,0.00000000
XRPBTC,0.00001968,16283.80000000,0.00001969,11246.50000000
XRPETH,0.00064090,89.40000000,0.00064100,89.40000000
MODBTC,0.00000000,0.00000000,0.00000000,0.00000000
MODETH,0.00000000,0.00000000,0.00000000,0.00000000
ENJBTC,0.00000000,0.00000000,0.00000000,0.00000000
ENJETH,0.00000000,0.00000000,0.00000000,0.00000000
STORJBTC,0.00000000,0.00000000,0.00000000,0.00000000
STORJETH,0.00000000,0.00000000,0.00000000,0.00000000
BNBUSDT,591.81000000,68.16300000,591.82000000,12.66900000
VENBNB,0.00000000,0.00000000,0.00000000,0.00000000
YOYOBNB,0.00000000,0.00000000,0.00000000,0.00000000
POWRBNB,0.00000000,0.00000000,0.00000000,0.00000000
VENBTC,0.00000000,0.00000000,0.00000000,0.00000000
VENETH,0.00000000,0.00000000,0.00000000,0.00000000
KMDBTC,0.00000000,0.00000000,0.00000000,0.00000000
KMDETH,0.00000000,0.00000000,0.00000000,0.00000000
NULSBNB,0.00000000,0.00000000,0.00000000,0.00000000
RCNBTC,0.00000000,0.00000000,0.00000000,0.00000000
RCNETH,0.00000000,0.00000000,0.00000000,0.00000000
RCNBNB,0.00000000,0.00000000,0.00000000,0.00000000
NULSBTC,0.00000000,0.00000000,0.00000000,0.00000000
NULSETH,0.00000000,0.00000000,0.00000000,0.00000000
RDNBTC,0.00000000,0.00000000,0.00000000,0.00000000
RDNETH,0.00000000,0.00000000,0.00000000,0.00000000
RDNBNB,0.00000000,0.00000000,0.00000000,0.00000000
XMRBTC,0.00000000,0.00000000,0.00000000,0.00000000
XMRETH,0.00000000,0.00000000,0.00000000,0.00000000
DLTBNB,0.00000000,0.00000000,0.00000000,0.00000000
WTCBNB,0.00000000,0.00000000,0.00000000,0.00000000
DLTBTC,0.00000000,0.00000000,0.00000000,0.00000000
DLTETH,0.00000000,0.00000000,0.00000000,0.00000000
AMBBTC,0.00000000,0.00000000,0.00000000,0.00000000
AMBETH,0.00000000,0.00000000,0.00000000,0.00000000
AMBBNB,0.00000000,0.00000000,0.00000000,0.00000000
BCCETH,0.00000000,0.00000000,0.00000000,0.00000000
BCCUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BCCBNB,0.00000000,0.00000000,0.00000000,0.00000000
BATBTC,0.00000143,18242.00000000,0.00000145,27649.00000000
BATETH,0.00000000,0.00000000,0.00000000,0.00000000
BATBNB,0.00000000,0.00000000,0.00000000,0.00000000
BCPTBTC,0.00000000,0.00000000,0.00000000,0.00000000
BCPTETH,0.00000000,0.00000000,0.00000000,0.00000000
BCPTBNB,0.00000000,0.00000000,0.00000000,0.00000000
ARNBTC,0.00000000,0.00000000,0.00000000,0.00000000
ARNETH,0.00000000,0.00000000,0.00000000,0.00000000
GVTBTC,0.00000000,0.00000000,0.00000000,0.00000000
GVTETH,0.00000000,0.00000000,0.00000000,0.00000000
CDTBTC,0.00000000,0.00000000,0.00000000,0.00000000
CDTETH,0.00000000,0.00000000,0.00000000,0.00000000
GXSBTC,0.00000000,0.00000000,0.00000000,0.00000000
GXSETH,0.00000000,0.00000000,0.00000000,0.00000000
NEOUSDT,2.73500000,91.60000000,2.73600000,40.50000000
NEOBNB,0.00000000,0.00000000,0.00000000,0.00000000
POEBTC,0.00000000,0.00000000,0.00000000,0.00000000
POEETH,0.00000000,0.00000000,0.00000000,0.00000000
QSPBTC,0.00000000,0.00000000,0.00000000,0.00000000
QSPETH,0.00000000,0.00000000,0.00000000,0.00000000
QSPBNB,0.00000000,0.00000000,0.00000000,0.00000000
BTSBTC,0.00000000,0.00000000,0.00000000,0.00000000
BTSETH,0.00000000,0.00000000,0.00000000,0.00000000
BTSBNB,0.00000000,0.00000000,0.00000000,0.00000000
XZCBTC,0.00000000,0.00000000,0.00000000,0.00000000
XZCETH,0.00000000,0.00000000,0.00000000,0.00000000
XZCBNB,0.00000000,0.00000000,0.00000000,0.00000000
LSKBTC,0.00000000,0.00000000,0.00000000,0.00000000
LSKETH,0.00000000,0.00000000,0.00000000,0.00000000
LSKBNB,0.00000000,0.00000000,0.00000000,0.00000000
TNTBTC,0.00000000,0.00000000,0.00000000,0.00000000
TNTETH,0.00000000,0.00000000,0.00000000,0.00000000
FUELBTC,0.00000000,0.00000000,0.00000000,0.00000000
FUELETH,0.00000000,0.00000000,0.00000000,0.00000000
MANABTC,0.00000000,0.00000000,0.00000000,0.00000000
MANAETH,0.00000000,0.00000000,0.00000000,0.00000000
BCDBTC,0.00000000,0.00000000,0.00000000,0.00000000
BCDETH,0.00000000,0.00000000,0.00000000,0.00000000
DGDBTC,0.00000000,0.00000000,0.00000000,0.00000000
DGDETH,0.00000000,0.00000000,0.00000000,0.00000000
IOTABNB,0.00000000,0.00000000,0.00000000,0.00000000
ADXBTC,0.00000102,504276.00000000,0.00000103,406258.00000000
ADXETH,0.00000000,0.00000000,0.00000000,0.00000000
ADXBNB,0.00000000,0.00000000,0.00000000,0.00000000
ADABTC,0.00000357,2093.10000000,0.00000358,78479.30000000
ADAETH,0.00011620,8067.50000000,0.00011630,9986.70000000
PPTBTC,0.00000000,0.00000000,0.00000000,0.00000000
PPTETH,0.00000000,0.00000000,0.00000000,0.00000000
CMTBTC,0.00000000,0.00000000,0.00000000,0.00000000
CMTETH,0.00000000,0.00000000,0.00000000,0.00000000
CMTBNB,0.00000000,0.00000000,0.00000000,0.00000000
XLMBTC,0.00000245,205628.00000000,0.00000246,126927.00000000
XLMETH,0.00007994,489.00000000,0.00007999,489.00000000
XLMBNB,0.00000000,0.00000000,0.00000000,0.00000000
CNDBTC,0.00000000,0.00000000,0.00000000,0.00000000
CNDETH,0.00000000,0.00000000,0.00000000,0.00000000
CNDBNB,0.00000000,0.00000000,0.00000000,0.00000000
LENDBTC,0.00000000,0.00000000,0.00000000,0.00000000
LENDETH,0.00000000,0.00000000,0.00000000,0.00000000
WABIBTC,0.00000000,0.00000000,0.00000000,0.00000000
WABIETH,0.00000000,0.00000000,0.00000000,0.00000000
WABIBNB,0.00000000,0.00000000,0.00000000,0.00000000
LTCETH,0.02551000,9.17400000,0.02552000,9.54200000
LTCUSDT,52.45000000,9.95500000,52.46000000,198.00100000
LTCBNB,0.08860000,32.21700000,0.08870000,23.35000000
TNBBTC,0.00000000,0.00000000,0.00000000,0.00000000
TNBETH,0.00000000,0.00000000,0.00000000,0.00000000
WAVESBTC,0.00000000,0.00000000,0.00000000,0.00000000
WAVESETH,0.00000000,0.00000000,0.00000000,0.00000000
WAVESBNB,0.00000000,0.00000000,0.00000000,0.00000000
GTOBTC,0.00000000,0.00000000,0.00000000,0.00000000
GTOETH,0.00000000,0.00000000,0.00000000,0.00000000
GTOBNB,0.00000000,0.00000000,0.00000000,0.00000000
ICXBTC,0.00000000,0.00000000,0.00000000,0.00000000
ICXETH,0.00000000,0.00000000,0.00000000,0.00000000
ICXBNB,0.00000000,0.00000000,0.00000000,0.00000000
OSTBTC,0.00000000,0.00000000,0.00000000,0.00000000
OSTETH,0.00000000,0.00000000,0.00000000,0.00000000
OSTBNB,0.00000000,0.00000000,0.00000000,0.00000000
ELFBTC,0.00000000,0.00000000,0.00000000,0.00000000
ELFETH,0.00000000,0.00000000,0.00000000,0.00000000
AIONBTC,0.00000000,0.00000000,0.00000000,0.00000000
AIONETH,0.00000000,0.00000000,0.00000000,0.00000000
AIONBNB,0.00000000,0.00000000,0.00000000,0.00000000
NEBLBTC,0.00000000,0.00000000,0.00000000,0.00000000
NEBLBNB,0.00000000,0.00000000,0.00000000,0.00000000
BRDBTC,0.00000000,0.00000000,0.00000000,0.00000000
BRDETH,0.00000000,0.00000000,0.00000000,0.00000000
BRDBNB,0.00000000,0.00000000,0.00000000,0.00000000
MCOBNB,0.00000000,0.00000000,0.00000000,0.00000000
EDOBTC,0.00000000,0.00000000,0.00000000,0.00000000
EDOETH,0.00000000,0.00000000,0.00000000,0.00000000
WINGSBTC,0.00000000,0.00000000,0.00000000,0.00000000
WINGSETH,0.00000000,0.00000000,0.00000000,0.00000000
NAVBTC,0.00000000,0.00000000,0.00000000,0.00000000
NAVETH,0.00000000,0.00000000,0.00000000,0.00000000
NAVBNB,0.00000000,0.00000000,0.00000000,0.00000000
LUNBTC,0.00000000,0.00000000,0.00000000,0.00000000
LUNETH,0.00000000,0.00000000,0.00000000,0.00000000
TRIGBTC,0.00000000,0.00000000,0.00000000,0.00000000
TRIGETH,0.00000000,0.00000000,0.00000000,0.00000000
TRIGBNB,0.00000000,0.00000000,0.00000000,0.00000000
APPCBTC,0.00000000,0.00000000,0.00000000,0.00000000
APPCETH,0.00000000,0.00000000,0.00000000,0.00000000
APPCBNB,0.00000000,0.00000000,0.00000000,0.00000000
VIBEBTC,0.00000000,0.00000000,0.00000000,0.00000000
VIBEETH,0.00000000,0.00000000,0.00000000,0.00000000
RLCBTC,0.00000000,0.00000000,0.00000000,0.00000000
RLCETH,0.00020270,261.40000000,0.00020340,23.90000000
RLCBNB,0.00000000,0.00000000,0.00000000,0.00000000
INSBTC,0.00000000,0.00000000,0.00000000,0.00000000
INSETH,0.00000000,0.00000000,0.00000000,0.00000000
PIVXBTC,0.00000000,0.00000000,0.00000000,0.00000000
PIVXBNB,0.00000000,0.00000000,0.00000000,0.00000000
IOSTBTC,0.00000000,0.00000000,0.00000000,0.00000000
IOSTETH,0.00000000,0.00000000,0.00000000,0.00000000
CHATBTC,0.00000000,0.00000000,0.00000000,0.00000000
CHATETH,0.00000000,0.00000000,0.00000000,0.00000000
STEEMBTC,0.00000086,149167.00000000,0.00000087,10449.00000000
STEEMETH,0.00002812,2383.00000000,0.00002823,258.00000000
STEEMBNB,0.00000000,0.00000000,0.00000000,0.00000000
NANOBTC,0.00000000,0.00000000,0.00000000,0.00000000
NANOETH,0.00000000,0.00000000,0.00000000,0.00000000
NANOBNB,0.00000000,0.00000000,0.00000000,0.00000000
VIABTC,0.00000000,0.00000000,0.00000000,0.00000000
VIAETH,0.00000000,0.00000000,0.00000000,0.00000000
VIABNB,0.00000000,0.00000000,0.00000000,0.00000000
BLZBTC,0.00000000,0.00000000,0.00000000,0.00000000
BLZETH,0.00000000,0.00000000,0.00000000,0.00000000
BLZBNB,0.00000000,0.00000000,0.00000000,0.00000000
AEBTC,0.00000000,0.00000000,0.00000000,0.00000000
AEETH,0.00000000,0.00000000,0.00000000,0.00000000
AEBNB,0.00000000,0.00000000,0.00000000,0.00000000
RPXBTC,0.00000000,0.00000000,0.00000000,0.00000000
RPXETH,0.00000000,0.00000000,0.00000000,0.00000000
RPXBNB,0.00000000,0.00000000,0.00000000,0.00000000
NCASHBTC,0.00000000,0.00000000,0.00000000,0.00000000
NCASHETH,0.00000000,0.00000000,0.00000000,0.00000000
NCASHBNB,0.00000000,0.00000000,0.00000000,0.00000000
POABTC,0.00000000,0.00000000,0.00000000,0.00000000
POAETH,0.00000000,0.00000000,0.00000000,0.00000000
POABNB,0.00000000,0.00000000,0.00000000,0.00000000
ZILBTC,0.00000000,0.00000000,0.00000000,0.00000000
ZILETH,0.00000000,0.00000000,0.00000000,0.00000000
ZILBNB,0.00000000,0.00000000,0.00000000,0.00000000
ONTBTC,0.00000176,79996.00000000,0.00000177,2285.00000000
ONTETH,0.00000000,0.00000000,0.00000000,0.00000000
ONTBNB,0.00000000,0.00000000,0.00000000,0.00000000
STORMBTC,0.00000000,0.00000000,0.00000000,0.00000000
STORMETH,0.00000000,0.00000000,0.00000000,0.00000000
STORMBNB,0.00000000,0.00000000,0.00000000,0.00000000
QTUMBNB,0.00000000,0.00000000,0.00000000,0.00000000
QTUMUSDT,0.92200000,353.90000000,0.92300000,749.00000000
XEMBTC,0.00000000,0.00000000,0.00000000,0.00000000
XEMETH,0.00000000,0.00000000,0.00000000,0.00000000
XEMBNB,0.00000000,0.00000000,0.00000000,0.00000000
WANBTC,0.00000099,587756.00000000,0.00000100,522239.00000000
WANETH,0.00000000,0.00000000,0.00000000,0.00000000
WANBNB,0.00000000,0.00000000,0.00000000,0.00000000
WPRBTC,0.00000000,0.00000000,0.00000000,0.00000000
WPRETH,0.00000000,0.00000000,0.00000000,0.00000000
QLCBTC,0.00000000,0.00000000,0.00000000,0.00000000
QLCETH,0.00000000,0.00000000,0.00000000,0.00000000
SYSBTC,0.00000000,0.00000000,0.00000000,0.00000000
SYSETH,0.00000000,0.00000000,0.00000000,0.00000000
SYSBNB,0.00000000,0.00000000,0.00000000,0.00000000
QLCBNB,0.00000000,0.00000000,0.00000000,0.00000000
GRSBTC,0.00000000,0.00000000,0.00000000,0.00000000
GRSETH,0.00000000,0.00000000,0.00000000,0.00000000
ADAUSDT,0.23890000,13396.10000000,0.23900000,52291.20000000
ADABNB,0.00040300,11020.90000000,0.00040400,2115.50000000
CLOAKBTC,0.00000000,0.00000000,0.00000000,0.00000000
CLOAKETH,0.00000000,0.00000000,0.00000000,0.00000000
GNTBTC,0.00000000,0.00000000,0.00000000,0.00000000
GNTETH,0.00000000,0.00000000,0.00000000,0.00000000
GNTBNB,0.00000000,0.00000000,0.00000000,0.00000000
LOOMBTC,0.00000000,0.00000000,0.00000000,0.00000000
LOOMETH,0.00000000,0.00000000,0.00000000,0.00000000
LOOMBNB,0.00000000,0.00000000,0.00000000,0.00000000
XRPUSDT,1.31750000,9679.20000000,1.31760000,22912.80000000
BCNBTC,0.00000000,0.00000000,0.00000000,0.00000000
BCNETH,0.00000000,0.00000000,0.00000000,0.00000000
BCNBNB,0.00000000,0.00000000,0.00000000,0.00000000
REPBTC,0.00000000,0.00000000,0.00000000,0.00000000
REPBNB,0.00000000,0.00000000,0.00000000,0.00000000
BTCTUSD,67052.11000000,0.00078000,67077.07000000,0.00059000
TUSDBTC,0.00000000,0.00000000,0.00000000,0.00000000
ETHTUSD,2059.30000000,0.02000000,2060.75000000,0.02400000
TUSDETH,0.00000000,0.00000000,0.00000000,0.00000000
TUSDBNB,0.00000000,0.00000000,0.00000000,0.00000000
ZENBTC,0.00007979,15.18000000,0.00008023,15.18000000
ZENETH,0.00000000,0.00000000,0.00000000,0.00000000
ZENBNB,0.00000000,0.00000000,0.00000000,0.00000000
SKYCOINBTC,0.00000000,0.00000000,0.00000000,0.00000000
SKYCOINETH,0.00000000,0.00000000,0.00000000,0.00000000
SKYCOINBNB,0.00000000,0.00000000,0.00000000,0.00000000
EOSUSDT,0.00000000,0.00000000,0.00000000,0.00000000
EOSBNB,0.00000000,0.00000000,0.00000000,0.00000000
CVCBTC,0.00000000,0.00000000,0.00000000,0.00000000
CVCETH,0.00000000,0.00000000,0.00000000,0.00000000
CVCBNB,0.00000000,0.00000000,0.00000000,0.00000000
THETABTC,0.00000221,396.30000000,0.00000222,6492.50000000
THETAETH,0.00000000,0.00000000,0.00000000,0.00000000
THETABNB,0.00000000,0.00000000,0.00000000,0.00000000
XRPBNB,0.00222480,403.60000000,0.00222690,244.40000000
TUSDUSDT,0.99810000,9157.00000000,0.99820000,843.00000000
IOTAUSDT,0.05840000,281681.00000000,0.05850000,13905.00000000
XLMUSDT,0.16430000,40923.00000000,0.16440000,19217.00000000
IOTXBTC,0.00000000,0.00000000,0.00000000,0.00000000
IOTXETH,0.00000000,0.00000000,0.00000000,0.00000000
QKCBTC,0.00000000,0.00000000,0.00000000,0.00000000
QKCETH,0.00000000,0.00000000,0.00000000,0.00000000
AGIBTC,0.00000000,0.00000000,0.00000000,0.00000000
AGIETH,0.00000000,0.00000000,0.00000000,0.00000000
AGIBNB,0.00000000,0.00000000,0.00000000,0.00000000
NXSBTC,0.00000000,0.00000000,0.00000000,0.00000000
NXSETH,0.00000000,0.00000000,0.00000000,0.00000000
NXSBNB,0.00000000,0.00000000,0.00000000,0.00000000
ENJBNB,0.00000000,0.00000000,0.00000000,0.00000000
DATABTC,0.00000000,0.00000000,0.00000000,0.00000000
DATAETH,0.00000000,0.00000000,0.00000000,0.00000000
ONTUSDT,0.11822000,1232.00000000,0.11834000,2609.00000000
TRXBNB,0.00053320,1922.00000000,0.00053350,945.00000000
TRXUSDT,0.31560000,93998.30000000,0.31570000,83824.40000000
ETCUSDT,7.98000000,2059.57000000,7.99000000,144.42000000
ETCBNB,0.00000000,0.00000000,0.00000000,0.00000000
ICXUSDT,0.03490000,81422.70000000,0.03500000,4810.70000000
SCBTC,0.00000000,0.00000000,0.00000000,0.00000000
SCETH,0.00000000,0.00000000,0.00000000,0.00000000
NPXSBTC,0.00000000,0.00000000,0.00000000,0.00000000
NPXSETH,0.00000000,0.00000000,0.00000000,0.00000000
VENUSDT,0.00000000,0.00000000,0.00000000,0.00000000
KEYBTC,0.00000000,0.00000000,0.00000000,0.00000000
KEYETH,0.00000000,0.00000000,0.00000000,0.00000000
NASBTC,0.00000000,0.00000000,0.00000000,0.00000000
NASETH,0.00000000,0.00000000,0.00000000,0.00000000
NASBNB,0.00000000,0.00000000,0.00000000,0.00000000
MFTBTC,0.00000000,0.00000000,0.00000000,0.00000000
MFTETH,0.00000000,0.00000000,0.00000000,0.00000000
MFTBNB,0.00000000,0.00000000,0.00000000,0.00000000
DENTBTC,0.00000000,0.00000000,0.00000000,0.00000000
DENTETH,0.00000000,0.00000000,0.00000000,0.00000000
ARDRBTC,0.00000000,0.00000000,0.00000000,0.00000000
ARDRETH,0.00000000,0.00000000,0.00000000,0.00000000
ARDRBNB,0.00000000,0.00000000,0.00000000,0.00000000
NULSUSDT,0.00000000,0.00000000,0.00000000,0.00000000
HOTBTC,0.00000000,0.00000000,0.00000000,0.00000000
HOTETH,0.00000000,0.00000000,0.00000000,0.00000000
VETBTC,0.00000000,0.00000000,0.00000000,0.00000000
VETETH,0.00000000,0.00000000,0.00000000,0.00000000
VETUSDT,0.00676500,1478.60000000,0.00676600,16425.00000000
VETBNB,0.00000000,0.00000000,0.00000000,0.00000000
DOCKBTC,0.00000000,0.00000000,0.00000000,0.00000000
DOCKETH,0.00000000,0.00000000,0.00000000,0.00000000
POLYBTC,0.00000000,0.00000000,0.00000000,0.00000000
POLYBNB,0.00000000,0.00000000,0.00000000,0.00000000
PHXBTC,0.00000000,0.00000000,0.00000000,0.00000000
PHXETH,0.00000000,0.00000000,0.00000000,0.00000000
PHXBNB,0.00000000,0.00000000,0.00000000,0.00000000
HCBTC,0.00000000,0.00000000,0.00000000,0.00000000
HCETH,0.00000000,0.00000000,0.00000000,0.00000000
GOBTC,0.00000000,0.00000000,0.00000000,0.00000000
GOBNB,0.00000000,0.00000000,0.00000000,0.00000000
PAXBTC,0.00000000,0.00000000,0.00000000,0.00000000
PAXBNB,0.00000000,0.00000000,0.00000000,0.00000000
PAXUSDT,0.00000000,0.00000000,0.00000000,0.00000000
PAXETH,0.00000000,0.00000000,0.00000000,0.00000000
RVNBTC,0.00000000,0.00000000,0.00000000,0.00000000
DCRBTC,0.00000000,0.00000000,0.00000000,0.00000000
DCRBNB,0.00000000,0.00000000,0.00000000,0.00000000
USDCBNB,0.00000000,0.00000000,0.00000000,0.00000000
MITHBTC,0.00000000,0.00000000,0.00000000,0.00000000
MITHBNB,0.00000000,0.00000000,0.00000000,0.00000000
BCHABCBTC,0.00000000,0.00000000,0.00000000,0.00000000
BCHSVBTC,0.00000000,0.00000000,0.00000000,0.00000000
BCHABCUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BCHSVUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BNBPAX,0.00000000,0.00000000,0.00000000,0.00000000
BTCPAX,0.00000000,0.00000000,0.00000000,0.00000000
ETHPAX,0.00000000,0.00000000,0.00000000,0.00000000
XRPPAX,0.00000000,0.00000000,0.00000000,0.00000000
EOSPAX,0.00000000,0.00000000,0.00000000,0.00000000
XLMPAX,0.00000000,0.00000000,0.00000000,0.00000000
RENBTC,0.00000000,0.00000000,0.00000000,0.00000000
RENBNB,0.00000000,0.00000000,0.00000000,0.00000000
BNBTUSD,592.21000000,0.14100000,594.09000000,0.18500000
XRPTUSD,0.00000000,0.00000000,0.00000000,0.00000000
EOSTUSD,0.00000000,0.00000000,0.00000000,0.00000000
XLMTUSD,0.00000000,0.00000000,0.00000000,0.00000000
BNBUSDC,591.76000000,3.95300000,591.77000000,5.74700000
BTCUSDC,66914.47000000,0.46726000,66914.48000000,0.69012000
ETHUSDC,2055.51000000,1.05330000,2055.52000000,16.65320000
XRPUSDC,1.31700000,3036.50000000,1.31710000,12451.40000000
EOSUSDC,0.00000000,0.00000000,0.00000000,0.00000000
XLMUSDC,0.16430000,3279.00000000,0.16440000,5113.00000000
USDCUSDT,1.00010000,36593114.00000000,1.00020000,127440343.00000000
ADATUSD,0.00000000,0.00000000,0.00000000,0.00000000
TRXTUSD,0.00000000,0.00000000,0.00000000,0.00000000
NEOTUSD,0.00000000,0.00000000,0.00000000,0.00000000
TRXXRP,0.23950000,3349.60000000,0.23960000,1689.30000000
XZCXRP,0.00000000,0.00000000,0.00000000,0.00000000
PAXTUSD,0.00000000,0.00000000,0.00000000,0.00000000
USDCTUSD,0.00000000,0.00000000,0.00000000,0.00000000
USDCPAX,0.00000000,0.00000000,0.00000000,0.00000000
LINKUSDT,8.56000000,4403.69000000,8.57000000,8781.55000000
LINKTUSD,0.00000000,0.00000000,0.00000000,0.00000000
LINKPAX,0.00000000,0.00000000,0.00000000,0.00000000
LINKUSDC,8.56000000,2856.67000000,8.57000000,2564.70000000
WAVESUSDT,0.00000000,0.00000000,0.00000000,0.00000000
WAVESTUSD,0.00000000,0.00000000,0.00000000,0.00000000
WAVESPAX,0.00000000,0.00000000,0.00000000,0.00000000
WAVESUSDC,0.00000000,0.00000000,0.00000000,0.00000000
BCHABCTUSD,0.00000000,0.00000000,0.00000000,0.00000000
BCHABCPAX,0.00000000,0.00000000,0.00000000,0.00000000
BCHABCUSDC,0.00000000,0.00000000,0.00000000,0.00000000
BCHSVTUSD,0.00000000,0.00000000,0.00000000,0.00000000
BCHSVPAX,0.00000000,0.00000000,0.00000000,0.00000000
BCHSVUSDC,0.00000000,0.00000000,0.00000000,0.00000000
LTCTUSD,0.00000000,0.00000000,0.00000000,0.00000000
LTCPAX,0.00000000,0.00000000,0.00000000,0.00000000
LTCUSDC,52.45000000,2.70000000,52.46000000,13.57800000
TRXPAX,0.00000000,0.00000000,0.00000000,0.00000000
